week_end,geography,pathogen,demographics_type,demographics_values,percent_visits
6/10/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
6/10/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
6/10/2023,United States,RSV,Race/Ethnicity,"Black, NH",0
9/23/2023,United States,COVID-19,Sex,Male,1.8
9/23/2023,United States,COVID-19,Sex,Invalid,0.1
9/23/2023,United States,COVID-19,Sex,Other,0
9/23/2023,United States,COVID-19,Sex,Female,2
9/23/2023,United States,COVID-19,Age Group,18-64 years,1.6
9/23/2023,United States,COVID-19,Age Group,65+ years,3
9/23/2023,United States,COVID-19,Age Group,5-17 years,1
9/23/2023,United States,COVID-19,Age Group,0-4 years,2.5
9/23/2023,United States,COVID-19,Race/Ethnicity,Hispanic,1.8
9/23/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.7
9/23/2023,United States,COVID-19,Race/Ethnicity,"White, NH",2
9/23/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.5
9/23/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.9
9/23/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",1.7
9/23/2023,United States,Combined,Sex,Male,2.2
9/23/2023,United States,Combined,Sex,Invalid,0.1
9/23/2023,United States,Combined,Sex,Other,0
9/23/2023,United States,Combined,Sex,Female,2.4
9/23/2023,United States,Combined,Age Group,18-64 years,1.8
9/23/2023,United States,Combined,Age Group,65+ years,3.2
9/23/2023,United States,Combined,Age Group,5-17 years,1.9
9/23/2023,United States,Combined,Age Group,0-4 years,4.7
9/23/2023,United States,Combined,Race/Ethnicity,Hispanic,2.4
9/23/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",2.1
9/23/2023,United States,Combined,Race/Ethnicity,"White, NH",2.3
9/23/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",3.1
9/23/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",2.4
9/23/2023,United States,Combined,Race/Ethnicity,"Black, NH",2.3
9/23/2023,United States,Influenza,Sex,Male,0.3
9/23/2023,United States,Influenza,Sex,Invalid,0
9/23/2023,United States,Influenza,Sex,Other,0
9/23/2023,United States,Influenza,Sex,Female,0.3
9/23/2023,United States,Influenza,Age Group,18-64 years,0.2
9/23/2023,United States,Influenza,Age Group,65+ years,0.1
9/23/2023,United States,Influenza,Age Group,5-17 years,0.8
9/23/2023,United States,Influenza,Age Group,0-4 years,0.7
9/23/2023,United States,Influenza,Race/Ethnicity,Hispanic,0.4
9/23/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.3
9/23/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.2
9/23/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.5
9/23/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.5
9/23/2023,United States,Influenza,Race/Ethnicity,"Black, NH",0.4
9/23/2023,United States,RSV,Sex,Male,0.1
9/23/2023,United States,RSV,Sex,Invalid,0
9/23/2023,United States,RSV,Sex,Other,0
9/23/2023,United States,RSV,Sex,Female,0.1
9/23/2023,United States,RSV,Age Group,18-64 years,0
9/23/2023,United States,RSV,Age Group,65+ years,0
9/23/2023,United States,RSV,Age Group,5-17 years,0.1
9/23/2023,United States,RSV,Age Group,0-4 years,1.5
9/23/2023,United States,RSV,Race/Ethnicity,Hispanic,0.2
9/23/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.1
9/23/2023,United States,RSV,Race/Ethnicity,"White, NH",0.1
9/23/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.1
9/23/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.1
9/23/2023,United States,RSV,Race/Ethnicity,"Black, NH",0.2
7/20/2024,United States,COVID-19,Sex,Male,1.8
7/20/2024,United States,COVID-19,Sex,Invalid,2.8
7/20/2024,United States,COVID-19,Sex,Other,0
7/20/2024,United States,COVID-19,Sex,Female,2.1
7/20/2024,United States,COVID-19,Age Group,18-64 years,1.6
7/20/2024,United States,COVID-19,Age Group,65+ years,2.8
7/20/2024,United States,COVID-19,Age Group,5-17 years,1
7/20/2024,United States,COVID-19,Age Group,0-4 years,4.2
7/20/2024,United States,COVID-19,Race/Ethnicity,Hispanic,2.7
7/20/2024,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.9
7/20/2024,United States,COVID-19,Race/Ethnicity,"White, NH",1.7
7/20/2024,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.7
7/20/2024,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2
7/20/2024,United States,COVID-19,Race/Ethnicity,"Black, NH",2.2
7/20/2024,United States,Combined,Sex,Male,2
7/20/2024,United States,Combined,Sex,Invalid,5.6
7/20/2024,United States,Combined,Sex,Other,2.4
7/20/2024,United States,Combined,Sex,Female,2.3
7/20/2024,United States,Combined,Age Group,18-64 years,1.7
7/20/2024,United States,Combined,Age Group,65+ years,2.9
7/20/2024,United States,Combined,Age Group,5-17 years,1.2
7/20/2024,United States,Combined,Age Group,0-4 years,4.7
7/20/2024,United States,Combined,Race/Ethnicity,Hispanic,2.9
7/20/2024,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",2
7/20/2024,United States,Combined,Race/Ethnicity,"White, NH",1.8
7/20/2024,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",3.1
7/20/2024,United States,Combined,Race/Ethnicity,"AI/AN, NH",2.1
7/20/2024,United States,Combined,Race/Ethnicity,"Black, NH",2.3
7/20/2024,United States,Influenza,Sex,Male,0.1
7/20/2024,United States,Influenza,Sex,Invalid,2.8
7/20/2024,United States,Influenza,Sex,Other,2.4
7/20/2024,United States,Influenza,Sex,Female,0.2
7/20/2024,United States,Influenza,Age Group,18-64 years,0.1
7/20/2024,United States,Influenza,Age Group,65+ years,0.1
7/20/2024,United States,Influenza,Age Group,5-17 years,0.2
7/20/2024,United States,Influenza,Age Group,0-4 years,0.4
7/20/2024,United States,Influenza,Race/Ethnicity,Hispanic,0.2
7/20/2024,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
7/20/2024,United States,Influenza,Race/Ethnicity,"White, NH",0.1
7/20/2024,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.4
7/20/2024,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.1
7/20/2024,United States,Influenza,Race/Ethnicity,"Black, NH",0.2
7/20/2024,United States,RSV,Sex,Male,0
7/20/2024,United States,RSV,Sex,Invalid,0
7/20/2024,United States,RSV,Sex,Other,0
7/20/2024,United States,RSV,Sex,Female,0
7/20/2024,United States,RSV,Age Group,18-64 years,0
7/20/2024,United States,RSV,Age Group,65+ years,0
7/20/2024,United States,RSV,Age Group,5-17 years,0
7/20/2024,United States,RSV,Age Group,0-4 years,0.2
7/20/2024,United States,RSV,Race/Ethnicity,Hispanic,0
7/20/2024,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
7/20/2024,United States,RSV,Race/Ethnicity,"White, NH",0
7/20/2024,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
7/20/2024,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
7/20/2024,United States,RSV,Race/Ethnicity,"Black, NH",0
11/19/2022,United States,COVID-19,Sex,Male,1.7
11/19/2022,United States,COVID-19,Sex,Invalid,0
11/19/2022,United States,COVID-19,Sex,Other,4.5
11/19/2022,United States,COVID-19,Sex,Female,1.8
11/19/2022,United States,COVID-19,Age Group,18-64 years,1.6
11/19/2022,United States,COVID-19,Age Group,65+ years,3
11/19/2022,United States,COVID-19,Age Group,5-17 years,0.7
11/19/2022,United States,COVID-19,Age Group,0-4 years,1.6
11/19/2022,United States,COVID-19,Race/Ethnicity,Hispanic,1.6
11/19/2022,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.5
11/19/2022,United States,COVID-19,Race/Ethnicity,"White, NH",2
11/19/2022,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.2
11/19/2022,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.6
11/19/2022,United States,COVID-19,Race/Ethnicity,"Black, NH",1.4
11/19/2022,United States,Combined,Sex,Male,7.2
11/19/2022,United States,Combined,Sex,Invalid,0.1
11/19/2022,United States,Combined,Sex,Other,13.6
11/19/2022,United States,Combined,Sex,Female,6.9
11/19/2022,United States,Combined,Age Group,18-64 years,4.4
11/19/2022,United States,Combined,Age Group,65+ years,4.7
11/19/2022,United States,Combined,Age Group,5-17 years,13.6
11/19/2022,United States,Combined,Age Group,0-4 years,17.5
11/19/2022,United States,Combined,Race/Ethnicity,Hispanic,9.2
11/19/2022,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",7.1
11/19/2022,United States,Combined,Race/Ethnicity,"White, NH",6
11/19/2022,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",8.6
11/19/2022,United States,Combined,Race/Ethnicity,"AI/AN, NH",9.2
11/19/2022,United States,Combined,Race/Ethnicity,"Black, NH",7.6
11/19/2022,United States,Influenza,Sex,Male,4.4
11/19/2022,United States,Influenza,Sex,Invalid,0.1
11/19/2022,United States,Influenza,Sex,Other,9.1
11/19/2022,United States,Influenza,Sex,Female,4.1
11/19/2022,United States,Influenza,Age Group,18-64 years,2.8
11/19/2022,United States,Influenza,Age Group,65+ years,1.5
11/19/2022,United States,Influenza,Age Group,5-17 years,12.2
11/19/2022,United States,Influenza,Age Group,0-4 years,7.7
11/19/2022,United States,Influenza,Race/Ethnicity,Hispanic,6.1
11/19/2022,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",4.3
11/19/2022,United States,Influenza,Race/Ethnicity,"White, NH",3.1
11/19/2022,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",5
11/19/2022,United States,Influenza,Race/Ethnicity,"AI/AN, NH",5
11/19/2022,United States,Influenza,Race/Ethnicity,"Black, NH",5.6
11/19/2022,United States,RSV,Sex,Male,1.3
11/19/2022,United States,RSV,Sex,Invalid,0
11/19/2022,United States,RSV,Sex,Other,0
11/19/2022,United States,RSV,Sex,Female,1
11/19/2022,United States,RSV,Age Group,18-64 years,0.1
11/19/2022,United States,RSV,Age Group,65+ years,0.3
11/19/2022,United States,RSV,Age Group,5-17 years,0.8
11/19/2022,United States,RSV,Age Group,0-4 years,8.6
11/19/2022,United States,RSV,Race/Ethnicity,Hispanic,1.6
11/19/2022,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",1.4
11/19/2022,United States,RSV,Race/Ethnicity,"White, NH",1
11/19/2022,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",1.5
11/19/2022,United States,RSV,Race/Ethnicity,"AI/AN, NH",1.7
11/19/2022,United States,RSV,Race/Ethnicity,"Black, NH",0.7
3/9/2024,United States,COVID-19,Sex,Male,1
3/9/2024,United States,COVID-19,Sex,Invalid,0
3/9/2024,United States,COVID-19,Sex,Other,0
3/9/2024,United States,COVID-19,Sex,Female,1.1
3/9/2024,United States,COVID-19,Age Group,18-64 years,0.8
3/9/2024,United States,COVID-19,Age Group,65+ years,1.6
3/9/2024,United States,COVID-19,Age Group,5-17 years,0.5
3/9/2024,United States,COVID-19,Age Group,0-4 years,1.6
3/9/2024,United States,COVID-19,Race/Ethnicity,Hispanic,0.8
3/9/2024,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.8
3/9/2024,United States,COVID-19,Race/Ethnicity,"White, NH",1.1
3/9/2024,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.1
3/9/2024,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",0.9
3/9/2024,United States,COVID-19,Race/Ethnicity,"Black, NH",1
3/9/2024,United States,Combined,Sex,Male,3.6
3/9/2024,United States,Combined,Sex,Invalid,0.2
3/9/2024,United States,Combined,Sex,Other,0
3/9/2024,United States,Combined,Sex,Female,3.6
3/9/2024,United States,Combined,Age Group,18-64 years,2.7
3/9/2024,United States,Combined,Age Group,65+ years,2.9
3/9/2024,United States,Combined,Age Group,5-17 years,6.6
3/9/2024,United States,Combined,Age Group,0-4 years,7.7
3/9/2024,United States,Combined,Race/Ethnicity,Hispanic,3.9
3/9/2024,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",3.1
3/9/2024,United States,Combined,Race/Ethnicity,"White, NH",3.4
3/9/2024,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",3.9
3/9/2024,United States,Combined,Race/Ethnicity,"AI/AN, NH",3.8
3/9/2024,United States,Combined,Race/Ethnicity,"Black, NH",3.9
3/9/2024,United States,Influenza,Sex,Male,2.5
3/9/2024,United States,Influenza,Sex,Invalid,0.1
3/9/2024,United States,Influenza,Sex,Other,0
3/9/2024,United States,Influenza,Sex,Female,2.4
3/9/2024,United States,Influenza,Age Group,18-64 years,1.9
3/9/2024,United States,Influenza,Age Group,65+ years,1.2
3/9/2024,United States,Influenza,Age Group,5-17 years,6
3/9/2024,United States,Influenza,Age Group,0-4 years,5
3/9/2024,United States,Influenza,Race/Ethnicity,Hispanic,2.9
3/9/2024,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",2.2
3/9/2024,United States,Influenza,Race/Ethnicity,"White, NH",2.2
3/9/2024,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",2.7
3/9/2024,United States,Influenza,Race/Ethnicity,"AI/AN, NH",2.5
3/9/2024,United States,Influenza,Race/Ethnicity,"Black, NH",2.8
3/9/2024,United States,RSV,Sex,Male,0.2
3/9/2024,United States,RSV,Sex,Invalid,0
3/9/2024,United States,RSV,Sex,Other,0
3/9/2024,United States,RSV,Sex,Female,0.2
3/9/2024,United States,RSV,Age Group,18-64 years,0.1
3/9/2024,United States,RSV,Age Group,65+ years,0.1
3/9/2024,United States,RSV,Age Group,5-17 years,0.1
3/9/2024,United States,RSV,Age Group,0-4 years,1.3
3/9/2024,United States,RSV,Race/Ethnicity,Hispanic,0.2
3/9/2024,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.2
3/9/2024,United States,RSV,Race/Ethnicity,"White, NH",0.2
3/9/2024,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.2
3/9/2024,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.4
3/9/2024,United States,RSV,Race/Ethnicity,"Black, NH",0.1
10/1/2022,United States,COVID-19,Sex,Male,1.8
10/1/2022,United States,COVID-19,Sex,Invalid,0
10/1/2022,United States,COVID-19,Sex,Other,4.2
10/1/2022,United States,COVID-19,Sex,Female,1.9
10/1/2022,United States,COVID-19,Age Group,18-64 years,1.6
10/1/2022,United States,COVID-19,Age Group,65+ years,3.1
10/1/2022,United States,COVID-19,Age Group,5-17 years,0.9
10/1/2022,United States,COVID-19,Age Group,0-4 years,1.6
10/1/2022,United States,COVID-19,Race/Ethnicity,Hispanic,1.4
10/1/2022,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.5
10/1/2022,United States,COVID-19,Race/Ethnicity,"White, NH",2.2
10/1/2022,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.3
10/1/2022,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.5
10/1/2022,United States,COVID-19,Race/Ethnicity,"Black, NH",1.3
10/1/2022,United States,Combined,Sex,Male,2.9
10/1/2022,United States,Combined,Sex,Invalid,0.3
10/1/2022,United States,Combined,Sex,Other,4.2
10/1/2022,United States,Combined,Sex,Female,2.8
10/1/2022,United States,Combined,Age Group,18-64 years,1.8
10/1/2022,United States,Combined,Age Group,65+ years,3.3
10/1/2022,United States,Combined,Age Group,5-17 years,3.2
10/1/2022,United States,Combined,Age Group,0-4 years,7.7
10/1/2022,United States,Combined,Race/Ethnicity,Hispanic,2.9
10/1/2022,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",3
10/1/2022,United States,Combined,Race/Ethnicity,"White, NH",2.9
10/1/2022,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",3.4
10/1/2022,United States,Combined,Race/Ethnicity,"AI/AN, NH",2
10/1/2022,United States,Combined,Race/Ethnicity,"Black, NH",2.6
10/1/2022,United States,Influenza,Sex,Male,0.5
10/1/2022,United States,Influenza,Sex,Invalid,0.1
10/1/2022,United States,Influenza,Sex,Other,0
10/1/2022,United States,Influenza,Sex,Female,0.5
10/1/2022,United States,Influenza,Age Group,18-64 years,0.2
10/1/2022,United States,Influenza,Age Group,65+ years,0.1
10/1/2022,United States,Influenza,Age Group,5-17 years,1.8
10/1/2022,United States,Influenza,Age Group,0-4 years,1.1
10/1/2022,United States,Influenza,Race/Ethnicity,Hispanic,0.8
10/1/2022,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.9
10/1/2022,United States,Influenza,Race/Ethnicity,"White, NH",0.2
10/1/2022,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.4
10/1/2022,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.2
10/1/2022,United States,Influenza,Race/Ethnicity,"Black, NH",0.6
10/1/2022,United States,RSV,Sex,Male,0.6
10/1/2022,United States,RSV,Sex,Invalid,0.1
10/1/2022,United States,RSV,Sex,Other,0
10/1/2022,United States,RSV,Sex,Female,0.5
10/1/2022,United States,RSV,Age Group,18-64 years,0
10/1/2022,United States,RSV,Age Group,65+ years,0.1
10/1/2022,United States,RSV,Age Group,5-17 years,0.5
10/1/2022,United States,RSV,Age Group,0-4 years,5.1
10/1/2022,United States,RSV,Race/Ethnicity,Hispanic,0.8
10/1/2022,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.6
10/1/2022,United States,RSV,Race/Ethnicity,"White, NH",0.4
10/1/2022,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.6
10/1/2022,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.3
10/1/2022,United States,RSV,Race/Ethnicity,"Black, NH",0.6
6/17/2023,United States,COVID-19,Sex,Male,0.5
6/17/2023,United States,COVID-19,Sex,Invalid,0
6/17/2023,United States,COVID-19,Sex,Other,3.1
6/17/2023,United States,COVID-19,Sex,Female,0.5
6/17/2023,United States,COVID-19,Age Group,18-64 years,0.4
6/17/2023,United States,COVID-19,Age Group,65+ years,0.9
6/17/2023,United States,COVID-19,Age Group,5-17 years,0.2
6/17/2023,United States,COVID-19,Age Group,0-4 years,0.6
6/17/2023,United States,COVID-19,Race/Ethnicity,Hispanic,0.5
6/17/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.4
6/17/2023,United States,COVID-19,Race/Ethnicity,"White, NH",0.5
6/17/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",0.9
6/17/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",0.4
6/17/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",0.4
6/17/2023,United States,Combined,Sex,Male,0.7
6/17/2023,United States,Combined,Sex,Invalid,0
6/17/2023,United States,Combined,Sex,Other,3.1
6/17/2023,United States,Combined,Sex,Female,0.8
6/17/2023,United States,Combined,Age Group,18-64 years,0.6
6/17/2023,United States,Combined,Age Group,65+ years,1
6/17/2023,United States,Combined,Age Group,5-17 years,0.7
6/17/2023,United States,Combined,Age Group,0-4 years,1.5
6/17/2023,United States,Combined,Race/Ethnicity,Hispanic,0.9
6/17/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",0.7
6/17/2023,United States,Combined,Race/Ethnicity,"White, NH",0.7
6/17/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",1.3
6/17/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",0.7
6/17/2023,United States,Combined,Race/Ethnicity,"Black, NH",0.8
6/17/2023,United States,Influenza,Sex,Male,0.2
6/17/2023,United States,Influenza,Sex,Invalid,0
6/17/2023,United States,Influenza,Sex,Other,0
6/17/2023,United States,Influenza,Sex,Female,0.2
6/17/2023,United States,Influenza,Age Group,18-64 years,0.2
6/17/2023,United States,Influenza,Age Group,65+ years,0.1
6/17/2023,United States,Influenza,Age Group,5-17 years,0.5
6/17/2023,United States,Influenza,Age Group,0-4 years,0.6
6/17/2023,United States,Influenza,Race/Ethnicity,Hispanic,0.4
6/17/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
6/17/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.2
6/17/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
6/17/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.2
6/17/2023,United States,Influenza,Race/Ethnicity,"Black, NH",0.3
6/17/2023,United States,RSV,Sex,Male,0
6/17/2023,United States,RSV,Sex,Invalid,0
6/17/2023,United States,RSV,Sex,Other,0
6/17/2023,United States,RSV,Sex,Female,0
6/17/2023,United States,RSV,Age Group,18-64 years,0
6/17/2023,United States,RSV,Age Group,65+ years,0
6/17/2023,United States,RSV,Age Group,5-17 years,0
6/17/2023,United States,RSV,Age Group,0-4 years,0.3
6/17/2023,United States,RSV,Race/Ethnicity,Hispanic,0
6/17/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
6/17/2023,United States,RSV,Race/Ethnicity,"White, NH",0
6/17/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
6/17/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
6/17/2023,United States,RSV,Race/Ethnicity,"Black, NH",0
7/8/2023,United States,COVID-19,Sex,Male,0.6
7/8/2023,United States,COVID-19,Sex,Invalid,0.1
7/8/2023,United States,COVID-19,Sex,Other,0
7/8/2023,United States,COVID-19,Sex,Female,0.7
7/8/2023,United States,COVID-19,Age Group,18-64 years,0.5
7/8/2023,United States,COVID-19,Age Group,65+ years,1
7/8/2023,United States,COVID-19,Age Group,5-17 years,0.3
7/8/2023,United States,COVID-19,Age Group,0-4 years,1
7/8/2023,United States,COVID-19,Race/Ethnicity,Hispanic,0.8
7/8/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.5
7/8/2023,United States,COVID-19,Race/Ethnicity,"White, NH",0.6
7/8/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1
7/8/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",0.7
7/8/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",0.6
