"Notes"	"States"	"States Code"	"Single-Year Ages"	"Single-Year Ages Code"	Population
"Total"	"Oregon"	"41"			4233358
	"Pennsylvania"	"42"	"< 1 year"	"0"	128878
	"Pennsylvania"	"42"	"1 year"	"1"	131810
	"Pennsylvania"	"42"	"2 years"	"2"	130769
	"Pennsylvania"	"42"	"3 years"	"3"	136329
	"Pennsylvania"	"42"	"4 years"	"4"	138121
	"Pennsylvania"	"42"	"5 years"	"5"	141068
	"Pennsylvania"	"42"	"6 years"	"6"	143054
	"Pennsylvania"	"42"	"7 years"	"7"	146199
	"Pennsylvania"	"42"	"8 years"	"8"	147975
	"Pennsylvania"	"42"	"9 years"	"9"	148046
	"Pennsylvania"	"42"	"10 years"	"10"	147718
	"Pennsylvania"	"42"	"11 years"	"11"	148345
	"Pennsylvania"	"42"	"12 years"	"12"	149443
	"Pennsylvania"	"42"	"13 years"	"13"	152398
	"Pennsylvania"	"42"	"14 years"	"14"	155977
	"Pennsylvania"	"42"	"15 years"	"15"	161267
	"Pennsylvania"	"42"	"16 years"	"16"	161567
	"Pennsylvania"	"42"	"17 years"	"17"	160041
	"Pennsylvania"	"42"	"18 years"	"18"	172891
	"Pennsylvania"	"42"	"19 years"	"19"	186857
	"Pennsylvania"	"42"	"20 years"	"20"	173661
	"Pennsylvania"	"42"	"21 years"	"21"	164521
	"Pennsylvania"	"42"	"22 years"	"22"	159455
	"Pennsylvania"	"42"	"23 years"	"23"	154377
	"Pennsylvania"	"42"	"24 years"	"24"	152432
	"Pennsylvania"	"42"	"25 years"	"25"	152037
	"Pennsylvania"	"42"	"26 years"	"26"	154474
	"Pennsylvania"	"42"	"27 years"	"27"	157575
	"Pennsylvania"	"42"	"28 years"	"28"	161218
	"Pennsylvania"	"42"	"29 years"	"29"	165204
	"Pennsylvania"	"42"	"30 years"	"30"	168741
	"Pennsylvania"	"42"	"31 years"	"31"	172432
	"Pennsylvania"	"42"	"32 years"	"32"	175159
	"Pennsylvania"	"42"	"33 years"	"33"	178836
	"Pennsylvania"	"42"	"34 years"	"34"	177488
	"Pennsylvania"	"42"	"35 years"	"35"	174658
	"Pennsylvania"	"42"	"36 years"	"36"	171678
	"Pennsylvania"	"42"	"37 years"	"37"	170507
	"Pennsylvania"	"42"	"38 years"	"38"	167927
	"Pennsylvania"	"42"	"39 years"	"39"	162990
	"Pennsylvania"	"42"	"40 years"	"40"	164331
	"Pennsylvania"	"42"	"41 years"	"41"	163927
	"Pennsylvania"	"42"	"42 years"	"42"	160752
	"Pennsylvania"	"42"	"43 years"	"43"	159272
	"Pennsylvania"	"42"	"44 years"	"44"	153114
	"Pennsylvania"	"42"	"45 years"	"45"	149927
	"Pennsylvania"	"42"	"46 years"	"46"	147459
	"Pennsylvania"	"42"	"47 years"	"47"	141413
	"Pennsylvania"	"42"	"48 years"	"48"	143461
	"Pennsylvania"	"42"	"49 years"	"49"	141877
	"Pennsylvania"	"42"	"50 years"	"50"	146155
	"Pennsylvania"	"42"	"51 years"	"51"	156332
	"Pennsylvania"	"42"	"52 years"	"52"	168423
	"Pennsylvania"	"42"	"53 years"	"53"	165967
	"Pennsylvania"	"42"	"54 years"	"54"	162066
	"Pennsylvania"	"42"	"55 years"	"55"	160478
	"Pennsylvania"	"42"	"56 years"	"56"	164064
	"Pennsylvania"	"42"	"57 years"	"57"	166937
	"Pennsylvania"	"42"	"58 years"	"58"	173859
	"Pennsylvania"	"42"	"59 years"	"59"	177945
	"Pennsylvania"	"42"	"60 years"	"60"	177667
	"Pennsylvania"	"42"	"61 years"	"61"	179285
	"Pennsylvania"	"42"	"62 years"	"62"	181173
	"Pennsylvania"	"42"	"63 years"	"63"	178189
	"Pennsylvania"	"42"	"64 years"	"64"	177813
	"Pennsylvania"	"42"	"65 years"	"65"	178471
	"Pennsylvania"	"42"	"66 years"	"66"	174575
	"Pennsylvania"	"42"	"67 years"	"67"	165473
	"Pennsylvania"	"42"	"68 years"	"68"	161024
	"Pennsylvania"	"42"	"69 years"	"69"	155428
	"Pennsylvania"	"42"	"70 years"	"70"	149078
	"Pennsylvania"	"42"	"71 years"	"71"	142952
	"Pennsylvania"	"42"	"72 years"	"72"	133970
	"Pennsylvania"	"42"	"73 years"	"73"	124983
	"Pennsylvania"	"42"	"74 years"	"74"	121412
	"Pennsylvania"	"42"	"75 years"	"75"	119006
	"Pennsylvania"	"42"	"76 years"	"76"	126010
	"Pennsylvania"	"42"	"77 years"	"77"	84982
	"Pennsylvania"	"42"	"78 years"	"78"	79657
	"Pennsylvania"	"42"	"79 years"	"79"	78117
	"Pennsylvania"	"42"	"80 years"	"80"	80393
	"Pennsylvania"	"42"	"81 years"	"81"	67573
	"Pennsylvania"	"42"	"82 years"	"82"	59228
	"Pennsylvania"	"42"	"83 years"	"83"	52581
	"Pennsylvania"	"42"	"84 years"	"84"	48268
	"Pennsylvania"	"42"	"85+ years"	"85+"	292493
"Total"	"Pennsylvania"	"42"			12961683
	"Rhode Island"	"44"	"< 1 year"	"0"	10018
	"Rhode Island"	"44"	"1 year"	"1"	10520
	"Rhode Island"	"44"	"2 years"	"2"	10080
	"Rhode Island"	"44"	"3 years"	"3"	10672
	"Rhode Island"	"44"	"4 years"	"4"	10920
	"Rhode Island"	"44"	"5 years"	"5"	11011
	"Rhode Island"	"44"	"6 years"	"6"	11225
	"Rhode Island"	"44"	"7 years"	"7"	11443
	"Rhode Island"	"44"	"8 years"	"8"	11355
	"Rhode Island"	"44"	"9 years"	"9"	11315
	"Rhode Island"	"44"	"10 years"	"10"	11300
	"Rhode Island"	"44"	"11 years"	"11"	11325
	"Rhode Island"	"44"	"12 years"	"12"	11396
	"Rhode Island"	"44"	"13 years"	"13"	11597
	"Rhode Island"	"44"	"14 years"	"14"	11778
	"Rhode Island"	"44"	"15 years"	"15"	12446
	"Rhode Island"	"44"	"16 years"	"16"	12645
	"Rhode Island"	"44"	"17 years"	"17"	12792
	"Rhode Island"	"44"	"18 years"	"18"	16339
	"Rhode Island"	"44"	"19 years"	"19"	18163
	"Rhode Island"	"44"	"20 years"	"20"	16978
	"Rhode Island"	"44"	"21 years"	"21"	15705
	"Rhode Island"	"44"	"22 years"	"22"	14400
	"Rhode Island"	"44"	"23 years"	"23"	13648
	"Rhode Island"	"44"	"24 years"	"24"	13578
	"Rhode Island"	"44"	"25 years"	"25"	13578
	"Rhode Island"	"44"	"26 years"	"26"	13875
	"Rhode Island"	"44"	"27 years"	"27"	14059
	"Rhode Island"	"44"	"28 years"	"28"	14656
	"Rhode Island"	"44"	"29 years"	"29"	15082
	"Rhode Island"	"44"	"30 years"	"30"	15469
	"Rhode Island"	"44"	"31 years"	"31"	15490
	"Rhode Island"	"44"	"32 years"	"32"	16044
	"Rhode Island"	"44"	"33 years"	"33"	16320
	"Rhode Island"	"44"	"34 years"	"34"	16000
	"Rhode Island"	"44"	"35 years"	"35"	15541
	"Rhode Island"	"44"	"36 years"	"36"	15053
	"Rhode Island"	"44"	"37 years"	"37"	14566
	"Rhode Island"	"44"	"38 years"	"38"	14368
	"Rhode Island"	"44"	"39 years"	"39"	14040
	"Rhode Island"	"44"	"40 years"	"40"	13953
	"Rhode Island"	"44"	"41 years"	"41"	14042
	"Rhode Island"	"44"	"42 years"	"42"	13857
	"Rhode Island"	"44"	"43 years"	"43"	13634
	"Rhode Island"	"44"	"44 years"	"44"	12951
	"Rhode Island"	"44"	"45 years"	"45"	12528
	"Rhode Island"	"44"	"46 years"	"46"	12297
	"Rhode Island"	"44"	"47 years"	"47"	11727
	"Rhode Island"	"44"	"48 years"	"48"	11975
	"Rhode Island"	"44"	"49 years"	"49"	11959
	"Rhode Island"	"44"	"50 years"	"50"	12274
	"Rhode Island"	"44"	"51 years"	"51"	13160
	"Rhode Island"	"44"	"52 years"	"52"	14087
	"Rhode Island"	"44"	"53 years"	"53"	14167
	"Rhode Island"	"44"	"54 years"	"54"	13987
	"Rhode Island"	"44"	"55 years"	"55"	14135
	"Rhode Island"	"44"	"56 years"	"56"	14637
	"Rhode Island"	"44"	"57 years"	"57"	14894
	"Rhode Island"	"44"	"58 years"	"58"	15538
	"Rhode Island"	"44"	"59 years"	"59"	15544
	"Rhode Island"	"44"	"60 years"	"60"	15362
	"Rhode Island"	"44"	"61 years"	"61"	15624
	"Rhode Island"	"44"	"62 years"	"62"	15483
	"Rhode Island"	"44"	"63 years"	"63"	14998
	"Rhode Island"	"44"	"64 years"	"64"	14811
	"Rhode Island"	"44"	"65 years"	"65"	14896
	"Rhode Island"	"44"	"66 years"	"66"	14551
	"Rhode Island"	"44"	"67 years"	"67"	13839
	"Rhode Island"	"44"	"68 years"	"68"	13343
	"Rhode Island"	"44"	"69 years"	"69"	12631
	"Rhode Island"	"44"	"70 years"	"70"	11951
	"Rhode Island"	"44"	"71 years"	"71"	11404
	"Rhode Island"	"44"	"72 years"	"72"	10742
	"Rhode Island"	"44"	"73 years"	"73"	10196
	"Rhode Island"	"44"	"74 years"	"74"	9805
	"Rhode Island"	"44"	"75 years"	"75"	9502
	"Rhode Island"	"44"	"76 years"	"76"	10080
	"Rhode Island"	"44"	"77 years"	"77"	6968
	"Rhode Island"	"44"	"78 years"	"78"	6588
	"Rhode Island"	"44"	"79 years"	"79"	6344
	"Rhode Island"	"44"	"80 years"	"80"	6415
	"Rhode Island"	"44"	"81 years"	"81"	5322
	"Rhode Island"	"44"	"82 years"	"82"	4672
	"Rhode Island"	"44"	"83 years"	"83"	4138
	"Rhode Island"	"44"	"84 years"	"84"	3835
	"Rhode Island"	"44"	"85+ years"	"85+"	24326
"Total"	"Rhode Island"	"44"			1095962
	"South Carolina"	"45"	"< 1 year"	"0"	57279
	"South Carolina"	"45"	"1 year"	"1"	58227
	"South Carolina"	"45"	"2 years"	"2"	58104
	"South Carolina"	"45"	"3 years"	"3"	58636
	"South Carolina"	"45"	"4 years"	"4"	59366
	"South Carolina"	"45"	"5 years"	"5"	60746
	"South Carolina"	"45"	"6 years"	"6"	61512
	"South Carolina"	"45"	"7 years"	"7"	63186
	"South Carolina"	"45"	"8 years"	"8"	63844
	"South Carolina"	"45"	"9 years"	"9"	63856
	"South Carolina"	"45"	"10 years"	"10"	63365
	"South Carolina"	"45"	"11 years"	"11"	63781
	"South Carolina"	"45"	"12 years"	"12"	64599
	"South Carolina"	"45"	"13 years"	"13"	66993
	"South Carolina"	"45"	"14 years"	"14"	69165
	"South Carolina"	"45"	"15 years"	"15"	71581
	"South Carolina"	"45"	"16 years"	"16"	71128
	"South Carolina"	"45"	"17 years"	"17"	68833
	"South Carolina"	"45"	"18 years"	"18"	70002
	"South Carolina"	"45"	"19 years"	"19"	73457
	"South Carolina"	"45"	"20 years"	"20"	69272
	"South Carolina"	"45"	"21 years"	"21"	68762
	"South Carolina"	"45"	"22 years"	"22"	69476
	"South Carolina"	"45"	"23 years"	"23"	68972
	"South Carolina"	"45"	"24 years"	"24"	66874
	"South Carolina"	"45"	"25 years"	"25"	66156
	"South Carolina"	"45"	"26 years"	"26"	65226
	"South Carolina"	"45"	"27 years"	"27"	65098
	"South Carolina"	"45"	"28 years"	"28"	66113
	"South Carolina"	"45"	"29 years"	"29"	67653
	"South Carolina"	"45"	"30 years"	"30"	68788
	"South Carolina"	"45"	"31 years"	"31"	71265
	"South Carolina"	"45"	"32 years"	"32"	73528
	"South Carolina"	"45"	"33 years"	"33"	73896
	"South Carolina"	"45"	"34 years"	"34"	71763
	"South Carolina"	"45"	"35 years"	"35"	69692
	"South Carolina"	"45"	"36 years"	"36"	67691
	"South Carolina"	"45"	"37 years"	"37"	67351
	"South Carolina"	"45"	"38 years"	"38"	67294
	"South Carolina"	"45"	"39 years"	"39"	66347
	"South Carolina"	"45"	"40 years"	"40"	67547
	"South Carolina"	"45"	"41 years"	"41"	67780
	"South Carolina"	"45"	"42 years"	"42"	66968
	"South Carolina"	"45"	"43 years"	"43"	66519
	"South Carolina"	"45"	"44 years"	"44"	64302
	"South Carolina"	"45"	"45 years"	"45"	63289
	"South Carolina"	"45"	"46 years"	"46"	62408
	"South Carolina"	"45"	"47 years"	"47"	59726
	"South Carolina"	"45"	"48 years"	"48"	61192
	"South Carolina"	"45"	"49 years"	"49"	60782
	"South Carolina"	"45"	"50 years"	"50"	62663
	"South Carolina"	"45"	"51 years"	"51"	66121
	"South Carolina"	"45"	"52 years"	"52"	70240
	"South Carolina"	"45"	"53 years"	"53"	68775
	"South Carolina"	"45"	"54 years"	"54"	66081
	"South Carolina"	"45"	"55 years"	"55"	64980
	"South Carolina"	"45"	"56 years"	"56"	66039
	"South Carolina"	"45"	"57 years"	"57"	67737
	"South Carolina"	"45"	"58 years"	"58"	70678
	"South Carolina"	"45"	"59 years"	"59"	72611
	"South Carolina"	"45"	"60 years"	"60"	72428
	"South Carolina"	"45"	"61 years"	"61"	72853
	"South Carolina"	"45"	"62 years"	"62"	72864
	"South Carolina"	"45"	"63 years"	"63"	71559
	"South Carolina"	"45"	"64 years"	"64"	70605
	"South Carolina"	"45"	"65 years"	"65"	70447
	"South Carolina"	"45"	"66 years"	"66"	69998
	"South Carolina"	"45"	"67 years"	"67"	67288
	"South Carolina"	"45"	"68 years"	"68"	66001
	"South Carolina"	"45"	"69 years"	"69"	63957
	"South Carolina"	"45"	"70 years"	"70"	61087
	"South Carolina"	"45"	"71 years"	"71"	58938
	"South Carolina"	"45"	"72 years"	"72"	56368
	"South Carolina"	"45"	"73 years"	"73"	53505
	"South Carolina"	"45"	"74 years"	"74"	52219
	"South Carolina"	"45"	"75 years"	"75"	51201
	"South Carolina"	"45"	"76 years"	"76"	53950
	"South Carolina"	"45"	"77 years"	"77"	36862
	"South Carolina"	"45"	"78 years"	"78"	34935
	"South Carolina"	"45"	"79 years"	"79"	32996
	"South Carolina"	"45"	"80 years"	"80"	32128
	"South Carolina"	"45"	"81 years"	"81"	26161
	"South Carolina"	"45"	"82 years"	"82"	22838
	"South Carolina"	"45"	"83 years"	"83"	20030
	"South Carolina"	"45"	"84 years"	"84"	17453
	"South Carolina"	"45"	"85+ years"	"85+"	89569
"Total"	"South Carolina"	"45"			5373555
	"South Dakota"	"46"	"< 1 year"	"0"	11434
	"South Dakota"	"46"	"1 year"	"1"	11506
	"South Dakota"	"46"	"2 years"	"2"	11212
	"South Dakota"	"46"	"3 years"	"3"	11819
	"South Dakota"	"46"	"4 years"	"4"	11964
	"South Dakota"	"46"	"5 years"	"5"	12299
	"South Dakota"	"46"	"6 years"	"6"	12375
	"South Dakota"	"46"	"7 years"	"7"	12614
	"South Dakota"	"46"	"8 years"	"8"	12531
	"South Dakota"	"46"	"9 years"	"9"	12520
	"South Dakota"	"46"	"10 years"	"10"	12481
	"South Dakota"	"46"	"11 years"	"11"	12367
	"South Dakota"	"46"	"12 years"	"12"	12415
	"South Dakota"	"46"	"13 years"	"13"	12607
	"South Dakota"	"46"	"14 years"	"14"	12837
	"South Dakota"	"46"	"15 years"	"15"	13244
	"South Dakota"	"46"	"16 years"	"16"	13066
	"South Dakota"	"46"	"17 years"	"17"	12607
	"South Dakota"	"46"	"18 years"	"18"	11718
	"South Dakota"	"46"	"19 years"	"19"	12656
	"South Dakota"	"46"	"20 years"	"20"	12346
	"South Dakota"	"46"	"21 years"	"21"	12115
	"South Dakota"	"46"	"22 years"	"22"	12444
	"South Dakota"	"46"	"23 years"	"23"	12362
	"South Dakota"	"46"	"24 years"	"24"	11786
	"South Dakota"	"46"	"25 years"	"25"	11522
	"South Dakota"	"46"	"26 years"	"26"	11428
	"South Dakota"	"46"	"27 years"	"27"	11331
	"South Dakota"	"46"	"28 years"	"28"	11316
	"South Dakota"	"46"	"29 years"	"29"	11440
	"South Dakota"	"46"	"30 years"	"30"	11617
	"South Dakota"	"46"	"31 years"	"31"	11833
	"South Dakota"	"46"	"32 years"	"32"	11569
	"South Dakota"	"46"	"33 years"	"33"	11593
	"South Dakota"	"46"	"34 years"	"34"	11538
	"South Dakota"	"46"	"35 years"	"35"	11626
	"South Dakota"	"46"	"36 years"	"36"	11782
	"South Dakota"	"46"	"37 years"	"37"	11789
	"South Dakota"	"46"	"38 years"	"38"	11981
	"South Dakota"	"46"	"39 years"	"39"	11782
	"South Dakota"	"46"	"40 years"	"40"	11789
	"South Dakota"	"46"	"41 years"	"41"	11789
	"South Dakota"	"46"	"42 years"	"42"	11820
	"South Dakota"	"46"	"43 years"	"43"	11651
	"South Dakota"	"46"	"44 years"	"44"	10876
	"South Dakota"	"46"	"45 years"	"45"	10415
	"South Dakota"	"46"	"46 years"	"46"	10244
	"South Dakota"	"46"	"47 years"	"47"	9685
	"South Dakota"	"46"	"48 years"	"48"	9588
	"South Dakota"	"46"	"49 years"	"49"	9191
	"South Dakota"	"46"	"50 years"	"50"	9189
	"South Dakota"	"46"	"51 years"	"51"	9527
	"South Dakota"	"46"	"52 years"	"52"	10047
	"South Dakota"	"46"	"53 years"	"53"	10103
	"South Dakota"	"46"	"54 years"	"54"	9686
	"South Dakota"	"46"	"55 years"	"55"	9563
	"South Dakota"	"46"	"56 years"	"56"	9853
	"South Dakota"	"46"	"57 years"	"57"	10274
	"South Dakota"	"46"	"58 years"	"58"	10828
	"South Dakota"	"46"	"59 years"	"59"	11588
	"South Dakota"	"46"	"60 years"	"60"	11901
	"South Dakota"	"46"	"61 years"	"61"	12305
	"South Dakota"	"46"	"62 years"	"62"	12536
	"South Dakota"	"46"	"63 years"	"63"	12409
	"South Dakota"	"46"	"64 years"	"64"	12152
	"South Dakota"	"46"	"65 years"	"65"	12242
	"South Dakota"	"46"	"66 years"	"66"	11905
	"South Dakota"	"46"	"67 years"	"67"	11496
	"South Dakota"	"46"	"68 years"	"68"	11327
	"South Dakota"	"46"	"69 years"	"69"	10979
	"South Dakota"	"46"	"70 years"	"70"	10306
	"South Dakota"	"46"	"71 years"	"71"	9771
	"South Dakota"	"46"	"72 years"	"72"	9198
	"South Dakota"	"46"	"73 years"	"73"	8382
	"South Dakota"	"46"	"74 years"	"74"	7858
	"South Dakota"	"46"	"75 years"	"75"	7409
	"South Dakota"	"46"	"76 years"	"76"	7340
	"South Dakota"	"46"	"77 years"	"77"	4986
	"South Dakota"	"46"	"78 years"	"78"	4737
	"South Dakota"	"46"	"79 years"	"79"	4602
	"South Dakota"	"46"	"80 years"	"80"	4573
	"South Dakota"	"46"	"81 years"	"81"	3788
	"South Dakota"	"46"	"82 years"	"82"	3271
	"South Dakota"	"46"	"83 years"	"83"	3040
	"South Dakota"	"46"	"84 years"	"84"	2886
	"South Dakota"	"46"	"85+ years"	"85+"	18741
"Total"	"South Dakota"	"46"			919318
	"Tennessee"	"47"	"< 1 year"	"0"	81959
	"Tennessee"	"47"	"1 year"	"1"	82331
	"Tennessee"	"47"	"2 years"	"2"	80622
	"Tennessee"	"47"	"3 years"	"3"	82634
	"Tennessee"	"47"	"4 years"	"4"	83834
	"Tennessee"	"47"	"5 years"	"5"	85408
	"Tennessee"	"47"	"6 years"	"6"	85330
	"Tennessee"	"47"	"7 years"	"7"	87258
	"Tennessee"	"47"	"8 years"	"8"	87748
	"Tennessee"	"47"	"9 years"	"9"	87147
	"Tennessee"	"47"	"10 years"	"10"	86891
	"Tennessee"	"47"	"11 years"	"11"	86967
	"Tennessee"	"47"	"12 years"	"12"	86916
	"Tennessee"	"47"	"13 years"	"13"	88971
	"Tennessee"	"47"	"14 years"	"14"	91991
	"Tennessee"	"47"	"15 years"	"15"	96054
	"Tennessee"	"47"	"16 years"	"16"	95330
	"Tennessee"	"47"	"17 years"	"17"	93337
	"Tennessee"	"47"	"18 years"	"18"	86839
	"Tennessee"	"47"	"19 years"	"19"	85320
	"Tennessee"	"47"	"20 years"	"20"	87576
	"Tennessee"	"47"	"21 years"	"21"	89136
	"Tennessee"	"47"	"22 years"	"22"	92966
	"Tennessee"	"47"	"23 years"	"23"	96065
	"Tennessee"	"47"	"24 years"	"24"	96610
	"Tennessee"	"47"	"25 years"	"25"	95561
	"Tennessee"	"47"	"26 years"	"26"	95418
	"Tennessee"	"47"	"27 years"	"27"	95678
	"Tennessee"	"47"	"28 years"	"28"	97327
	"Tennessee"	"47"	"29 years"	"29"	98917
	"Tennessee"	"47"	"30 years"	"30"	99727
	"Tennessee"	"47"	"31 years"	"31"	101505
	"Tennessee"	"47"	"32 years"	"32"	103163
	"Tennessee"	"47"	"33 years"	"33"	101764
	"Tennessee"	"47"	"34 years"	"34"	98218
	"Tennessee"	"47"	"35 years"	"35"	94549
	"Tennessee"	"47"	"36 years"	"36"	92791
	"Tennessee"	"47"	"37 years"	"37"	92107
	"Tennessee"	"47"	"38 years"	"38"	91407
	"Tennessee"	"47"	"39 years"	"39"	89330
	"Tennessee"	"47"	"40 years"	"40"	91492
	"Tennessee"	"47"	"41 years"	"41"	91463
	"Tennessee"	"47"	"42 years"	"42"	90085
	"Tennessee"	"47"	"43 years"	"43"	90972
	"Tennessee"	"47"	"44 years"	"44"	87958
	"Tennessee"	"47"	"45 years"	"45"	86613
	"Tennessee"	"47"	"46 years"	"46"	85798
	"Tennessee"	"47"	"47 years"	"47"	82217
	"Tennessee"	"47"	"48 years"	"48"	84202
	"Tennessee"	"47"	"49 years"	"49"	83367
	"Tennessee"	"47"	"50 years"	"50"	85374
	"Tennessee"	"47"	"51 years"	"51"	90207
	"Tennessee"	"47"	"52 years"	"52"	96093
	"Tennessee"	"47"	"53 years"	"53"	93696
	"Tennessee"	"47"	"54 years"	"54"	89094
	"Tennessee"	"47"	"55 years"	"55"	86084
	"Tennessee"	"47"	"56 years"	"56"	86455
	"Tennessee"	"47"	"57 years"	"57"	88402
	"Tennessee"	"47"	"58 years"	"58"	92317
	"Tennessee"	"47"	"59 years"	"59"	94319
	"Tennessee"	"47"	"60 years"	"60"	93341
	"Tennessee"	"47"	"61 years"	"61"	92435
	"Tennessee"	"47"	"62 years"	"62"	91861
	"Tennessee"	"47"	"63 years"	"63"	89763
	"Tennessee"	"47"	"64 years"	"64"	88183
	"Tennessee"	"47"	"65 years"	"65"	87360
	"Tennessee"	"47"	"66 years"	"66"	85891
	"Tennessee"	"47"	"67 years"	"67"	81961
	"Tennessee"	"47"	"68 years"	"68"	79579
	"Tennessee"	"47"	"69 years"	"69"	77087
	"Tennessee"	"47"	"70 years"	"70"	72708
	"Tennessee"	"47"	"71 years"	"71"	69208
	"Tennessee"	"47"	"72 years"	"72"	65767
	"Tennessee"	"47"	"73 years"	"73"	62093
	"Tennessee"	"47"	"74 years"	"74"	60841
	"Tennessee"	"47"	"75 years"	"75"	59378
	"Tennessee"	"47"	"76 years"	"76"	62668
	"Tennessee"	"47"	"77 years"	"77"	42222
	"Tennessee"	"47"	"78 years"	"78"	40283
	"Tennessee"	"47"	"79 years"	"79"	38520
	"Tennessee"	"47"	"80 years"	"80"	38256
	"Tennessee"	"47"	"81 years"	"81"	31628
	"Tennessee"	"47"	"82 years"	"82"	27556
	"Tennessee"	"47"	"83 years"	"83"	24397
	"Tennessee"	"47"	"84 years"	"84"	21782
	"Tennessee"	"47"	"85+ years"	"85+"	112811
"Total"	"Tennessee"	"47"			7126489
	"Texas"	"48"	"< 1 year"	"0"	389814
	"Texas"	"48"	"1 year"	"1"	390289
	"Texas"	"48"	"2 years"	"2"	378282
	"Texas"	"48"	"3 years"	"3"	385255
	"Texas"	"48"	"4 years"	"4"	393253
	"Texas"	"48"	"5 years"	"5"	402314
	"Texas"	"48"	"6 years"	"6"	413833
	"Texas"	"48"	"7 years"	"7"	428696
	"Texas"	"48"	"8 years"	"8"	432975
	"Texas"	"48"	"9 years"	"9"	430468
	"Texas"	"48"	"10 years"	"10"	425313
	"Texas"	"48"	"11 years"	"11"	422015
	"Texas"	"48"	"12 years"	"12"	427974
	"Texas"	"48"	"13 years"	"13"	438013
	"Texas"	"48"	"14 years"	"14"	444953
	"Texas"	"48"	"15 years"	"15"	458391
	"Texas"	"48"	"16 years"	"16"	454437
	"Texas"	"48"	"17 years"	"17"	444850
	"Texas"	"48"	"18 years"	"18"	425776
	"Texas"	"48"	"19 years"	"19"	421700
	"Texas"	"48"	"20 years"	"20"	417202
	"Texas"	"48"	"21 years"	"21"	416060
	"Texas"	"48"	"22 years"	"22"	427584
	"Texas"	"48"	"23 years"	"23"	431915
	"Texas"	"48"	"24 years"	"24"	425857
	"Texas"	"48"	"25 years"	"25"	424699
	"Texas"	"48"	"26 years"	"26"	426755
	"Texas"	"48"	"27 years"	"27"	427578
	"Texas"	"48"	"28 years"	"28"	430973
	"Texas"	"48"	"29 years"	"29"	438694
	"Texas"	"48"	"30 years"	"30"	445825
	"Texas"	"48"	"31 years"	"31"	454454
	"Texas"	"48"	"32 years"	"32"	455255
	"Texas"	"48"	"33 years"	"33"	454439
	"Texas"	"48"	"34 years"	"34"	442665
	"Texas"	"48"	"35 years"	"35"	438529
	"Texas"	"48"	"36 years"	"36"	438230
	"Texas"	"48"	"37 years"	"37"	439879
	"Texas"	"48"	"38 years"	"38"	439642
	"Texas"	"48"	"39 years"	"39"	431249
	"Texas"	"48"	"40 years"	"40"	437083
	"Texas"	"48"	"41 years"	"41"	434869
	"Texas"	"48"	"42 years"	"42"	425788
	"Texas"	"48"	"43 years"	"43"	421973
	"Texas"	"48"	"44 years"	"44"	400694
	"Texas"	"48"	"45 years"	"45"	390302
	"Texas"	"48"	"46 years"	"46"	385182
	"Texas"	"48"	"47 years"	"47"	374244
	"Texas"	"48"	"48 years"	"48"	374090
	"Texas"	"48"	"49 years"	"49"	365477
	"Texas"	"48"	"50 years"	"50"	365102
	"Texas"	"48"	"51 years"	"51"	375200
	"Texas"	"48"	"52 years"	"52"	386057
	"Texas"	"48"	"53 years"	"53"	372117
	"Texas"	"48"	"54 years"	"54"	351589
	"Texas"	"48"	"55 years"	"55"	339701
	"Texas"	"48"	"56 years"	"56"	332203
	"Texas"	"48"	"57 years"	"57"	331998
	"Texas"	"48"	"58 years"	"58"	339337
	"Texas"	"48"	"59 years"	"59"	343369
	"Texas"	"48"	"60 years"	"60"	341096
	"Texas"	"48"	"61 years"	"61"	338582
	"Texas"	"48"	"62 years"	"62"	332498
	"Texas"	"48"	"63 years"	"63"	325467
	"Texas"	"48"	"64 years"	"64"	315135
	"Texas"	"48"	"65 years"	"65"	307747
	"Texas"	"48"	"66 years"	"66"	298583
	"Texas"	"48"	"67 years"	"67"	283664
	"Texas"	"48"	"68 years"	"68"	274007
	"Texas"	"48"	"69 years"	"69"	260543
	"Texas"	"48"	"70 years"	"70"	246880
	"Texas"	"48"	"71 years"	"71"	233852
	"Texas"	"48"	"72 years"	"72"	220508
	"Texas"	"48"	"73 years"	"73"	208480
	"Texas"	"48"	"74 years"	"74"	199776
	"Texas"	"48"	"75 years"	"75"	192821
	"Texas"	"48"	"76 years"	"76"	197856
	"Texas"	"48"	"77 years"	"77"	141374
	"Texas"	"48"	"78 years"	"78"	133768
	"Texas"	"48"	"79 years"	"79"	127025
	"Texas"	"48"	"80 years"	"80"	122250
	"Texas"	"48"	"81 years"	"81"	102333
	"Texas"	"48"	"82 years"	"82"	91224
	"Texas"	"48"	"83 years"	"83"	81241
	"Texas"	"48"	"84 years"	"84"	72366
	"Texas"	"48"	"85+ years"	"85+"	391765
"Total"	"Texas"	"48"			30503301
	"Utah"	"49"	"< 1 year"	"0"	45759
	"Utah"	"49"	"1 year"	"1"	45687
	"Utah"	"49"	"2 years"	"2"	44955
	"Utah"	"49"	"3 years"	"3"	47273
	"Utah"	"49"	"4 years"	"4"	47621
	"Utah"	"49"	"5 years"	"5"	48124
	"Utah"	"49"	"6 years"	"6"	49802
	"Utah"	"49"	"7 years"	"7"	51892
	"Utah"	"49"	"8 years"	"8"	52500
	"Utah"	"49"	"9 years"	"9"	52739
	"Utah"	"49"	"10 years"	"10"	53003
